2025-09-04 19:44:31, 28.75, 8.78, 57.04, 610.67, 0.0417, 5.14
2025-09-04 19:44:31, 20.01, 2.42, 54.31, 564.24, 0.0471, 6.24
2025-09-04 19:44:36, 25.7, 17.57, 57.49, 570.98, 0.0357, 6.44
2025-09-04 19:44:36, 18.42, 12.63, 50.68, 616.3, 0.0207, 6.67
2025-09-04 19:58:44, 28.08, 10.19, 57.24, 513.13, 0.07, 4.69
2025-09-04 19:58:44, 26.33, 9.16, 59.33, 544.27, 0.0461, 4.5
2025-09-04 19:58:49, 21.83, 6.01, 56.19, 597.14, 0.0519, 6.6
2025-09-04 19:58:49, 23.27, 1.2, 59.85, 525.8, 0.0316, 4.06
2025-09-04 19:58:54, 23.81, 13.82, 50.53, 533.99, 0.0744, 6.62
2025-09-04 19:58:54, 27.93, 3.65, 59.64, 587.51, 0.0284, 4.32
2025-09-04 20:05:21, 25.69, 6.31, 51.05, 530.64, 0.0899, 4.98
2025-09-04 20:05:21, 26.7, 16.14, 50.62, 522.18, 0.0771, 6.23
2025-09-04 20:09:00, 28.92, 1.7, 53.42, 574.59, 0.0878, 6.3
2025-09-04 20:09:00, 25.02, 0.08, 58.48, 578.51, 0.087, 5.97
2025-09-04 20:22:11, 18.84, 19.0, 58.15, 698.23, 0.0337, 5.58
2025-09-04 20:22:11, 23.55, 9.36, 54.01, 542.59, 0.0923, 5.76
2025-09-04 20:22:16, 28.99, 12.05, 59.52, 695.42, 0.0899, 5.95
2025-09-04 20:22:16, 28.6, 9.02, 58.23, 648.02, 0.0364, 4.22
2025-09-04 20:22:21, 18.42, 1.72, 56.46, 680.93, 0.0402, 4.74
2025-09-04 20:22:21, 26.59, 10.68, 50.56, 566.31, 0.0565, 4.67
2025-09-04 20:22:26, 20.19, 8.79, 58.98, 583.81, 0.0685, 6.9
2025-09-04 20:22:26, 26.99, 6.17, 59.96, 685.95, 0.023, 6.72
2025-09-04 20:22:31, 20.23, 0.07, 53.33, 704.82, 0.0333, 4.14
2025-09-04 20:22:31, 21.99, 3.38, 51.27, 517.22, 0.0827, 4.31
2025-09-04 20:22:36, 22.2, 11.09, 59.58, 667.67, 0.0323, 4.95
2025-09-04 20:22:36, 24.4, 17.08, 52.26, 518.45, 0.0869, 4.53
2025-09-04 20:22:41, 20.8, 8.92, 59.53, 541.28, 0.0466, 6.05
2025-09-04 20:22:41, 23.26, 20.3, 52.54, 683.5, 0.0448, 5.96
2025-09-04 20:22:46, 25.29, 13.6, 53.47, 645.75, 0.0566, 6.86
2025-09-04 20:22:46, 21.49, 3.94, 54.46, 509.46, 0.0677, 6.24
2025-09-04 20:22:51, 18.95, 3.89, 56.15, 710.89, 0.0976, 6.1
2025-09-04 20:22:51, 26.12, 13.5, 58.88, 567.03, 0.0831, 4.84
2025-09-04 20:22:56, 18.12, 13.53, 53.94, 685.17, 0.0214, 4.53
2025-09-04 20:22:56, 27.38, 3.65, 57.4, 689.13, 0.0941, 4.78
2025-09-04 20:23:01, 23.49, 16.34, 58.48, 654.62, 0.0796, 6.19
2025-09-04 20:23:01, 27.6, 19.95, 54.68, 504.72, 0.0816, 4.67
2025-09-04 20:23:06, 26.03, 13.31, 53.8, 646.67, 0.0899, 5.82
2025-09-04 20:23:06, 20.28, 1.86, 59.42, 584.0, 0.023, 4.78
2025-09-04 20:23:11, 22.87, 3.41, 52.31, 681.83, 0.0542, 6.32
2025-09-04 20:23:11, 20.73, 1.31, 57.07, 632.99, 0.0226, 4.73
2025-09-04 20:23:16, 24.02, 20.44, 51.17, 636.02, 0.0231, 6.14
2025-09-04 20:23:16, 24.53, 16.93, 51.5, 534.32, 0.0991, 4.21
2025-09-04 20:23:21, 29.98, 9.44, 51.45, 535.18, 0.0468, 5.53
2025-09-04 20:23:21, 18.62, 0.92, 55.91, 664.16, 0.0395, 5.6
2025-09-04 20:23:26, 19.09, 19.56, 51.68, 621.23, 0.0971, 4.86
2025-09-04 20:23:26, 21.88, 20.01, 54.04, 598.76, 0.0444, 4.71
2025-09-04 20:23:31, 18.52, 2.17, 58.88, 581.74, 0.0923, 6.56
2025-09-04 20:23:31, 29.13, 4.35, 57.04, 622.99, 0.0859, 6.12
2025-09-04 20:23:36, 20.87, 11.74, 52.74, 629.08, 0.0982, 4.6
2025-09-04 20:23:36, 21.8, 6.49, 54.41, 541.57, 0.026, 6.14
2025-09-04 20:23:41, 23.15, 20.8, 59.26, 591.24, 0.0226, 4.86
2025-09-04 20:23:41, 24.2, 19.97, 58.66, 597.31, 0.0418, 5.3
2025-09-04 20:23:46, 27.87, 12.09, 52.77, 596.2, 0.0781, 4.41
2025-09-04 20:23:46, 27.64, 3.8, 56.48, 675.14, 0.0549, 5.93
2025-09-04 20:23:52, 28.95, 5.94, 59.14, 580.74, 0.0351, 6.03
2025-09-04 20:23:52, 18.99, 4.6, 57.13, 705.21, 0.0753, 5.39
2025-09-04 20:23:57, 18.96, 3.7, 51.61, 606.83, 0.0258, 4.52
2025-09-04 20:23:57, 18.34, 8.92, 55.9, 567.05, 0.095, 5.82
2025-09-04 20:24:02, 27.27, 14.47, 59.92, 532.02, 0.0776, 4.68
2025-09-04 20:24:02, 18.59, 10.77, 56.96, 576.4, 0.0943, 4.95
2025-09-04 20:24:07, 21.23, 6.28, 55.58, 555.08, 0.0201, 6.64
2025-09-04 20:24:07, 22.2, 4.69, 54.46, 518.8, 0.0944, 6.53
2025-09-04 20:24:12, 18.96, 13.4, 56.79, 505.01, 0.0257, 5.46
2025-09-04 20:24:12, 24.85, 8.37, 52.75, 654.86, 0.0804, 4.56
2025-09-04 20:24:17, 28.21, 8.71, 59.35, 682.67, 0.0736, 5.35
2025-09-04 20:24:17, 29.24, 3.25, 56.12, 555.2, 0.0213, 5.26
2025-09-04 20:24:22, 27.86, 15.66, 58.08, 541.83, 0.0726, 5.99
2025-09-04 20:24:22, 18.21, 8.63, 57.6, 654.86, 0.0577, 4.73
2025-09-04 21:00:18, 24.35, 11.35, 57.8, 616.49, 0.0735, 6.58
2025-09-04 21:00:18, 20.86, 6.77, 55.0, 686.1, 0.0362, 4.71
2025-09-04 21:00:23, 28.25, 9.51, 58.4, 507.99, 0.0923, 5.1
2025-09-04 21:00:23, 23.49, 6.81, 55.1, 659.49, 0.0952, 6.03
2025-09-04 21:00:28, 27.26, 4.94, 54.5, 652.16, 0.023, 5.04
2025-09-04 21:00:28, 23.29, 4.16, 51.08, 684.55, 0.0251, 5.48
2025-09-04 21:00:33, 25.87, 17.67, 54.99, 653.04, 0.0617, 5.73
2025-09-04 21:00:33, 22.21, 10.52, 56.95, 696.8, 0.0619, 4.59
2025-09-04 21:00:38, 19.52, 14.91, 54.7, 519.87, 0.0699, 4.65
2025-09-04 21:00:38, 18.76, 7.85, 59.68, 674.38, 0.0359, 4.45
2025-09-04 21:00:43, 27.67, 11.78, 51.27, 654.22, 0.0312, 6.84
2025-09-04 21:00:43, 28.09, 11.56, 59.86, 599.32, 0.0442, 6.4
2025-09-04 21:00:48, 21.36, 10.07, 59.73, 603.36, 0.0223, 5.39
2025-09-04 21:00:48, 26.01, 0.89, 56.86, 670.49, 0.0907, 4.32
2025-09-04 21:00:53, 23.91, 4.38, 55.37, 628.04, 0.0265, 4.23
2025-09-04 21:00:53, 27.28, 7.3, 50.71, 530.29, 0.0758, 6.67
2025-09-04 21:00:58, 20.73, 12.52, 55.94, 550.03, 0.0778, 5.83
2025-09-04 21:00:58, 18.98, 0.28, 54.41, 588.17, 0.0218, 4.94
2025-09-04 21:01:03, 25.1, 4.72, 56.73, 515.5, 0.0962, 4.15
2025-09-04 21:01:03, 19.25, 10.72, 56.55, 666.77, 0.0449, 6.86
2025-09-04 21:01:08, 27.31, 8.32, 52.32, 711.87, 0.0653, 5.64
2025-09-04 21:01:08, 25.67, 6.77, 55.82, 562.93, 0.0344, 6.02
2025-09-04 21:01:13, 29.77, 15.62, 57.52, 703.73, 0.0705, 4.55
2025-09-04 21:01:13, 28.35, 20.82, 51.67, 661.38, 0.0624, 4.81
2025-09-04 21:01:18, 21.98, 10.95, 57.3, 521.17, 0.0259, 5.02
2025-09-04 21:01:18, 27.84, 13.28, 51.31, 531.2, 0.0315, 5.69
2025-09-04 21:01:23, 22.9, 18.03, 52.56, 550.21, 0.0538, 6.45
2025-09-04 21:01:23, 24.79, 20.02, 52.24, 642.61, 0.022, 6.76
2025-09-04 21:01:28, 18.56, 0.29, 53.97, 534.53, 0.034, 6.61
2025-09-04 21:01:28, 29.29, 7.8, 51.41, 598.49, 0.0306, 6.77
2025-09-04 21:01:33, 24.34, 6.4, 56.55, 667.63, 0.0837, 4.66
2025-09-04 21:01:33, 24.39, 1.52, 56.49, 695.57, 0.094, 5.15
2025-09-04 21:01:38, 27.15, 4.97, 53.56, 512.81, 0.0583, 5.6
2025-09-04 21:01:38, 29.24, 4.42, 59.3, 555.38, 0.0603, 4.83
2025-09-04 21:01:43, 25.06, 8.54, 58.88, 684.4, 0.0417, 4.84
2025-09-04 21:01:43, 27.4, 10.19, 58.31, 681.04, 0.0221, 4.89
2025-09-04 21:01:48, 22.36, 7.63, 57.03, 701.02, 0.0216, 4.22
2025-09-04 21:01:48, 19.92, 4.04, 53.74, 593.15, 0.0236, 5.55
2025-09-04 21:01:53, 28.46, 16.78, 59.68, 574.21, 0.0475, 4.19
2025-09-04 21:01:53, 29.17, 3.57, 50.83, 643.8, 0.0905, 7.0
2025-09-04 21:01:58, 27.65, 6.44, 50.36, 690.7, 0.0867, 5.15
2025-09-04 21:01:58, 27.77, 18.59, 56.15, 597.66, 0.0339, 4.63
2025-09-04 21:02:03, 25.81, 13.06, 52.72, 542.42, 0.0201, 6.28
2025-09-04 21:02:03, 18.63, 2.31, 57.81, 506.29, 0.0447, 5.83
2025-09-04 21:02:08, 20.09, 20.5, 57.0, 609.76, 0.065, 6.93
2025-09-04 21:02:08, 25.57, 4.76, 53.94, 619.19, 0.077, 4.07
2025-09-04 21:02:13, 29.46, 0.95, 55.54, 616.53, 0.0301, 5.94
2025-09-04 21:02:13, 25.14, 15.92, 58.01, 534.13, 0.0908, 6.01
2025-09-04 21:02:18, 18.28, 4.75, 52.12, 560.44, 0.0601, 6.44
2025-09-04 21:02:18, 27.86, 16.5, 56.09, 659.42, 0.0444, 5.05
2025-09-04 21:02:23, 28.5, 4.66, 58.7, 704.13, 0.0223, 5.64
2025-09-04 21:02:23, 24.4, 8.22, 58.17, 512.6, 0.0833, 4.95
2025-09-04 21:02:28, 21.32, 18.52, 50.86, 666.93, 0.083, 5.63
2025-09-04 21:02:28, 26.9, 16.38, 55.96, 506.02, 0.0809, 4.08
2025-09-04 21:02:33, 18.48, 14.64, 53.66, 586.69, 0.0748, 5.75
2025-09-04 21:02:33, 20.86, 10.22, 51.03, 550.11, 0.0739, 5.27
2025-09-04 21:02:38, 20.89, 2.56, 50.43, 555.46, 0.0512, 4.33
2025-09-04 21:02:38, 27.63, 0.65, 51.93, 712.38, 0.0498, 5.03
2025-09-04 21:02:43, 22.32, 0.27, 59.66, 602.01, 0.0599, 4.62
2025-09-04 21:02:43, 21.0, 18.08, 53.97, 583.74, 0.0925, 5.9
2025-09-04 21:02:48, 29.71, 12.08, 58.48, 671.03, 0.0664, 4.18
2025-09-04 21:02:48, 24.93, 17.06, 57.96, 613.46, 0.0659, 5.42
2025-09-04 21:02:53, 23.6, 1.55, 54.29, 500.87, 0.041, 5.27
2025-09-04 21:02:53, 26.42, 6.87, 57.25, 703.16, 0.0287, 6.38
2025-09-04 21:02:58, 24.69, 7.08, 58.05, 582.6, 0.0926, 5.81
2025-09-04 21:02:58, 27.25, 4.58, 50.25, 569.59, 0.0476, 6.95
2025-09-04 21:03:03, 23.1, 8.88, 54.81, 503.81, 0.0503, 5.4
2025-09-04 21:03:03, 23.54, 4.93, 59.3, 693.2, 0.0684, 4.36
2025-09-04 21:03:08, 25.48, 10.99, 54.71, 613.39, 0.0492, 5.46
2025-09-04 21:03:08, 29.76, 15.01, 50.66, 621.93, 0.0246, 4.41
2025-09-04 21:03:13, 20.14, 4.59, 59.89, 548.38, 0.082, 6.75
2025-09-04 21:03:13, 28.48, 13.19, 56.55, 632.11, 0.097, 5.64
